地區,大廈名單,最後個案居住日期,相關疑似/確診個案
沙田,愉田苑愉群閣,,2491
沙田,愉田苑愉逸閣,,1506
沙田,愉翠商場 一粥麵 (非住宅),19/07/2020,1807
沙田,愉翠商場 一粥麵 (非住宅),19/7/2020,1807
沙田,愉翠商場 君臨宴會廳 (非住宅),14/07/2020,1568
沙田,愉翠商場 君臨宴會廳 (非住宅),14/7/2020,1568
沙田,愉翠苑愉居閣,,1464
沙田,新城市中央廣場 (非住宅),08/07/2020,1382
沙田,新城市中央廣場 荳子 (非住宅),07/07/2020,1383
沙田,新城市廣場 L.D.K. by Ufufu Café (非住宅),22/07/2020,2099
沙田,新城市廣場 L.D.K. by Ufufu Café (非住宅),22/7/2020,2099
沙田,新城市廣場 翠園 (非住宅),17/07/2020,1937
沙田,新城市廣場 翠園 (非住宅),17/7/2020,1937
沙田,新城市廣場1期 鼎泰豐 (非住宅),23/07/2020,台灣衛生福利部疾病管制署通報的個案
沙田,新城市廣場3期 (非住宅),05/07/2020,"1294, 1444"
沙田,新港城K座,,1741
沙田,新港城中心 (非住宅),06/07/2020,"1372, 1385"
沙田,新港城中心 (非住宅),16/07/2020,2146
沙田,新港城中心 (非住宅),16/7/2020,2146
沙田,新港城中心(4期) (非住宅),15/07/2020,1741
沙田,新港城中心(4期) (非住宅),15/7/2020,1741
沙田,新翠商場 (非住宅),12/07/2020,1536
沙田,新翠商場 (非住宅),20/07/2020,"1536, 2075"
沙田,新翠商場 (非住宅),20/7/2020,"1536, 2075"
沙田,新翠商場 (非住宅),22/07/2020,"1536, 2075, 2294"
沙田,新翠商場 Pizza Hut (非住宅),06/07/2020,1387
沙田,新翠邨新儀樓,,2075
沙田,新翠邨新月樓,,2159
沙田,新翠邨新芳樓,,2693
沙田,新貿中心 (非住宅),06/07/2020,1440
沙田,新貿中心A座 (非住宅),19/07/2020,1807
沙田,新貿中心A座 (非住宅),19/7/2020,1807
沙田,村南道51號 紅茶冰室 (非住宅),19/07/2020,1807
沙田,村南道51號 紅茶冰室 (非住宅),19/7/2020,1807
沙田,東華三院馮黃鳳亭中學 (非住宅),17/07/2020,2178
沙田,東華三院馮黃鳳亭中學 (非住宅),17/7/2020,2178
沙田,樓上集團中心 (非住宅),22/07/2020,2150
沙田,樓上集團中心 (非住宅),22/7/2020,2150
沙田,欣安邨欣喜樓,,1951
沙田,欣安邨欣喜樓,,2267
沙田,水泉澳廣場 (非住宅),08/07/2020,"1294, 1382, 1384, 1385"
沙田,水泉澳廣場 (非住宅),21/07/2020,"1294, 1382, 1384, 1385, 2101"
沙田,水泉澳廣場 (非住宅),21/7/2020,"1294, 1382, 1384, 1385, 2101"
沙田,水泉澳邨明泉樓,,1294
沙田,水泉澳邨明泉樓,,1377
沙田,水泉澳邨明泉樓,,1378
沙田,水泉澳邨明泉樓,,1379
沙田,水泉澳邨明泉樓,,1380
沙田,水泉澳邨明泉樓,,1381
沙田,水泉澳邨明泉樓,,1382
沙田,水泉澳邨明泉樓,,1383
沙田,水泉澳邨明泉樓,,1384
沙田,水泉澳邨明泉樓,,1385
沙田,水泉澳邨明泉樓,,1386
沙田,水泉澳邨明泉樓,,1387
沙田,水泉澳邨映泉樓,,2304
沙田,水泉澳邨月泉樓,,1615
沙田,水泉澳邨林泉樓,,2101
沙田,沙田中心 (非住宅),12/07/2020,1434
沙田,沙田中心 (非住宅),12/7/2020,1434
沙田,沙田中心 麥當勞 (非住宅),21/07/2020,2180
沙田,沙田凱悅酒店 (非住宅),06/07/2020,1359
沙田,沙田商業中心 (非住宅),18/07/2020,2159
沙田,沙田商業中心 (非住宅),18/7/2020,2159
沙田,沙田商業中心 麥當勞 (非住宅),21/07/2020,2180
沙田,沙田廣場 譚仔三哥米線 (非住宅),19/07/2020,1807
沙田,沙田廣場 譚仔三哥米線 (非住宅),19/7/2020,1807
沙田,沙田第一城 (非住宅),11/07/2020,1635
沙田,沙田第一城 (非住宅),11/7/2020,1635
沙田,沙田第一城 一粥麵 (非住宅),11/07/2020,1635
沙田,沙田第一城 一粥麵 (非住宅),11/7/2020,1635
沙田,沙田第一城7座 (非住宅),12/07/2020,1506
沙田,沙田第一城7座 (非住宅),12/7/2020,1506
沙田,沙角商場 大快活 (非住宅),15/07/2020,1713
沙田,沙角商場 大快活 (非住宅),15/7/2020,1713
沙田,海栢花園2座,,2540
沙田,海澄軒海景酒店 (非住宅),22/07/2020,2099
沙田,海澄軒海景酒店 (非住宅),22/7/2020,2099
沙田,海福花園2座,,2236
沙田,濱景花園2座,,2242
沙田,瀝源商場 富東閣海鮮酒家 (非住宅),07/07/2020,"1372, 1434"
沙田,瀝源商場 富東閣海鮮酒家 (非住宅),7/7/2020,"1372, 1434"
沙田,瀝源邨榮瑞樓,,2012
沙田,瀝源邨榮瑞樓,,2581
沙田,瀝源邨貴和樓 (非住宅),20/07/2020,2103
沙田,瀝源邨貴和樓 (非住宅),20/7/2020,2103
沙田,環球工業中心 (非住宅),09/07/2020,1400
沙田,盈力工業中心 (非住宅),10/07/2020,1474
沙田,盈力工業中心 (非住宅),10/7/2020,1474
沙田,碧濤花園3期1座,,1909
沙田,碩門邨美碩樓,,2255
沙田,福安花園 (非住宅),12/07/2020,1635
沙田,福安花園 (非住宅),12/7/2020,1635
沙田,禾輋廣場 金百滬 (非住宅),07/07/2020,"1372, 1434"
沙田,禾輋廣場 金百滬 (非住宅),7/7/2020,"1372, 1434"
沙田,禾輋邨富和樓,,1610
沙田,禾輋邨富和樓,,1648
沙田,禾輋邨富和樓,,1655
沙田,禾輋邨富和樓,,1785
沙田,禾輋邨德和樓,,1292
沙田,禾輋邨德和樓,,1409
沙田,禾輋邨熟食檔 金仔 (非住宅),13/07/2020,1785
沙田,禾輋邨熟食檔 金仔 (非住宅),13/7/2020,1785
沙田,禾輋邨美和樓,,1293
沙田,禾輋邨美和樓,,1372
沙田,積富樓 (非住宅),15/07/2020,1634
沙田,積富樓 (非住宅),15/7/2020,1634
沙田,積富街89號 (非住宅),22/07/2020,2433
沙田,積富街89號 (非住宅),24/07/2020,"2433, 2583"
沙田,積富街89號 (非住宅),24/07/2020,2583
沙田,穗禾苑慶宏閣,,2461
沙田,穗禾苑慶宏閣,,2683
沙田,置富第一城 麥當勞 (非住宅),21/07/2020,2180
沙田,美城苑暉城閣,,1978
沙田,美松苑盛松閣,,1807
沙田,美松苑麗松閣,,2348
沙田,美松苑麗松閣,,2453
沙田,美林商場 (非住宅),19/07/2020,2348
沙田,美林商場 大家樂 (非住宅),19/07/2020,1978
沙田,美林商場 大家樂 (非住宅),19/7/2020,1978
沙田,美林商場 翠河茶餐廳 (非住宅),19/07/2020,1978
沙田,美林商場 翠河餐廳 (非住宅),19/07/2020,"1978, 2348"
沙田,美林商場 翠河餐廳 (非住宅),19/07/2020,1978
沙田,美林商場 翠河餐廳 (非住宅),19/7/2020,1978
沙田,美林村商場 (非住宅),12/07/2020,1584
沙田,美林村商場 (非住宅),12/7/2020,1584
沙田,美林邨美楓樓,,2789
沙田,美柏苑,,1584
沙田,美田商場 (非住宅),22/07/2020,2136
沙田,美田邨美全樓,,2224
沙田,美田邨美樂樓,,2136
沙田,美田邨美滿樓,,1948
沙田,美田邨美滿樓,,2528
沙田,美田邨美滿樓,,2583
沙田,耀安邨耀和樓,,2151
沙田,耀安邨耀和樓,,2302
沙田,耀安邨耀平樓,,2099
沙田,耀安邨耀平樓,,2365
沙田,金禧商場 大家樂 (非住宅),18/07/2020,2528
沙田,錦泰苑錦晶閣,,2550
沙田,錦泰苑錦邦閣,,1635
沙田,錦豐苑錦萱閣,,1906
沙田,錦豐苑錦萱閣,,1979
沙田,錦豐苑錦葵閣,,2818
沙田,錦豐苑錦薇閣,,2150
沙田,錦豐苑錦薇閣,,2430
沙田,錦鞍苑銀鞍閣,,1762
沙田,錦鞍苑銀鞍閣,,1847
沙田,錦龍苑龍悅樓,,2146
沙田,隆亨商場 (非住宅),12/07/2020,1536
沙田,隆亨商場 (非住宅),12/7/2020,1536
沙田,隆亨商場 福盈酒家 (非住宅),09/07/2020,1497
沙田,隆亨社區中心 (非住宅),19/07/2020,1920
沙田,隆亨邨善心樓,,1497
沙田,隆亨邨善心樓,,1536
沙田,隆亨邨善心樓,,2052
沙田,隆亨邨學心樓 (非住宅),11/07/2020,1666
沙田,隆亨邨學心樓 (非住宅),11/7/2020,1666
沙田,隆亨邨慧心樓,,1634
沙田,隆亨邨榮心樓 (非住宅),22/07/2020,"2052, 2224"
沙田,隆亨邨榮心樓 (非住宅),22/07/2020,2052
沙田,隆亨邨榮心樓 (非住宅),22/7/2020,"2052, 2224"
沙田,隆亨邨榮心樓 (非住宅),26/07/2020,"2052, 2224, 2795, 2882"
沙田,隆亨邨榮心樓,,2404
沙田,隆亨邨榮心樓,,2405
沙田,隆亨邨榮心樓,,2506
沙田,隆亨邨賞心樓,,1845
沙田,隔田村,,2250
沙田,隔田村公廟,,2414
沙田,隔田村公廟,,2815
沙田,雲疊花園6座,,2757
沙田,雲疊花園商場 (非住宅),11/07/2020,1497
沙田,雲疊花園商場 (非住宅),15/07/2020,"1497, 1694"
沙田,雲疊花園商場 (非住宅),15/7/2020,"1497, 1694"
沙田,頌安商場  (非住宅),16/07/2020,1906
沙田,頌安商場 (非住宅),18/07/2020,"1906, 1979"
沙田,頌安商場 (非住宅),18/7/2020,"1906, 1979"
沙田,頌安商場 大家樂 (非住宅),19/07/2020,1979
沙田,頌安商場 大家樂 (非住宅),19/7/2020,1979
沙田,頌安商場 百匯軒 (非住宅),15/07/2020,1906
沙田,頌安商場 百匯軒 (非住宅),15/7/2020,1906
沙田,頌安邨頌群樓,,1784
沙田,顯徑商場 (非住宅),14/07/2020,1666
沙田,顯徑商場 (非住宅),22/07/2020,"1666, 2306, 2310"
沙田,顯徑商場 (非住宅),22/7/2020,"1666, 2306, 2310"
沙田,顯徑邨顯富樓,,1666
沙田,顯徑邨顯慶樓,,2433
沙田,顯耀邨顯耀樓,,2036
沙田,馬鞍山廣場 (非住宅),17/07/2020,2000
沙田,馬鞍山廣場 (非住宅),17/7/2020,2000
沙田,馬鞍山廣場 大快活 (非住宅),21/07/2020,2267
油尖旺,Grand Austin 2座,,1276
油尖旺,MPM文華商場 沙嗲王  (非住宅),17/07/2020,1959
油尖旺,MPM文華商場 沙嗲王  (非住宅),17/7/2020,1959
油尖旺,MPM文華商場 沙嗲王 (非住宅),17/07/2020,1959
油尖旺,The One (非住宅),07/07/2020,1431
油尖旺,The One (非住宅),16/07/2020,2441
油尖旺,The One 東海薈 · 拉斐特 (非住宅),18/07/2020,1942
油尖旺,The One 東海薈 · 拉斐特 (非住宅),18/7/2020,1942
油尖旺,一盛大廈 (非住宅),16/07/2020,1941
油尖旺,一盛大廈 (非住宅),16/7/2020,1941
油尖旺,上海街13號 來多碗車仔麵 (非住宅),19/07/2020,1783
油尖旺,上海街13號 來多碗車仔麵 (非住宅),19/7/2020,1783
油尖旺,上海街631-633 新廣南餐室 (非住宅),14/07/2020,1799
油尖旺,上海街631-633號 新廣南餐室 (非住宅),14/07/2020,1799
油尖旺,上海街631-633號 新廣南餐室 (非住宅),14/7/2020,1799
油尖旺,中匯街33號中興樓,,1771
油尖旺,中原樓,,1925
油尖旺,中原樓,,2622
油尖旺,中晶金融中心 (非住宅),06/07/2020,1359
油尖旺,九龍佑寧堂 (非住宅),18/07/2020,1809
油尖旺,九龍佑寧堂 (非住宅),18/7/2020,1809
油尖旺,九龍酒店 (非住宅),14/07/2020,2786
油尖旺,亞太中心 (非住宅),18/07/2020,2249
油尖旺,仁安大廈B座,,2221
油尖旺,仕德福酒店 (非住宅),16/07/2020,1718
油尖旺,仕德福酒店 (非住宅),16/7/2020,1718
油尖旺,佐敦薈 富園海鮮酒家 (非住宅),08/07/2020,1657
油尖旺,余仁生中心 (非住宅),15/07/2020,1747
油尖旺,余仁生中心 (非住宅),15/7/2020,1747
油尖旺,信和中心 (非住宅),19/07/2020,2398
油尖旺,先施大廈 (非住宅),15/07/2020,1781
油尖旺,先施大廈,,2508
油尖旺,先達廣場 (非住宅),08/07/2020,1368
油尖旺,凱帆軒第3座,,1297
油尖旺,利發大樓,,2717
油尖旺,利興大廈 (非住宅),15/07/2020,1934
油尖旺,利興大廈 (非住宅),15/7/2020,1934
油尖旺,利達行 肯德基 (非住宅),18/07/2020,1762
油尖旺,利達行 肯德基家鄉雞 (非住宅),18/07/2020,1762
油尖旺,利達行 肯德基家鄉雞 (非住宅),18/7/2020,1762
油尖旺,創德樓,,1783
油尖旺,創德樓,,2002
油尖旺,創興廣場 (非住宅),21/07/2020,2070
油尖旺,創興廣場 盈館 (非住宅),22/07/2020,2148
油尖旺,力寶太陽廣場 (非住宅),17/07/2020,"1623, 1975"
油尖旺,力寶太陽廣場 (非住宅),17/7/2020,"1623, 1975"
油尖旺,加士居道38號 土地審裁處 (非住宅),13/07/2020,1672
油尖旺,加士居道38號 土地審裁處 (非住宅),13/7/2020,1672
油尖旺,勞資審裁處 (非住宅),10/07/2020,1548
油尖旺,勞資審裁處 (非住宅),10/7/2020,1548
油尖旺,北海街21號 發記茶餐廳 (非住宅),10/07/2020,1548
油尖旺,北海街21號 發記茶餐廳 (非住宅),10/7/2020,1548
油尖旺,南洋中心 富士山55 (非住宅),18/07/2020,1784
油尖旺,南洋中心 百樂門宴會廳 (非住宅),14/07/2020,"2083, 2170"
油尖旺,南洋中心 百樂門宴會廳 (非住宅),14/07/2020,2083
油尖旺,友和大樓,,2416
油尖旺,君怡酒店,,1575
油尖旺,嘉文花園3座,,2260
油尖旺,嘉文花園3座,,2360
油尖旺,嘉業大廈 麥當勞 (非住宅),14/07/2020,1733
油尖旺,嘉業大廈 麥當勞 (非住宅),14/7/2020,1733
油尖旺,嘉美樓 (非住宅),24/07/2020,2615
油尖旺,嘉賓商業大廈 (非住宅),15/07/2020,1681
油尖旺,嘉賓商業大廈 (非住宅),16/07/2020,"1681, 1839"
油尖旺,嘉賓商業大廈 (非住宅),16/7/2020,"1681, 1839"
油尖旺,嘉賓商業大廈 (非住宅),20/07/2020,"1681, 1839, 2276"
油尖旺,嘉齡樓 澳門咖喱王新鮮腩 (非住宅),19/07/2020,2276
油尖旺,國強大厦,,2148
油尖旺,國强大廈,,2444
油尖旺,國際廣場 (非住宅),16/07/2020,1833
油尖旺,國際廣場 (非住宅),16/7/2020,1833
油尖旺,國際廣場 燒肉牛蔵 (非住宅),08/07/2020,1480
油尖旺,圓方 (非住宅),18/07/2020,1715
油尖旺,圓方 (非住宅),18/7/2020,1715
油尖旺,圓方 千両 (非住宅),13/07/2020,1578
油尖旺,圓方 千両 (非住宅),13/7/2020,1578
油尖旺,埃華街91-93號 晴苑泰國菜  (非住宅),17/07/2020,2231
油尖旺,埃華街91-93號 晴苑泰國菜 (非住宅),17/07/2020,2231
油尖旺,埃華街91-93號 晴苑泰國菜 (非住宅),17/7/2020,2231
油尖旺,基隆街64號 (非住宅),22/07/2020,2099
油尖旺,基隆街64號 (非住宅),22/7/2020,2099
油尖旺,大同新邨大公樓,,2231
油尖旺,大同新邨大公樓,,2245
油尖旺,大同新邨大公樓,,2795
油尖旺,大同新邨大方樓,,2249
油尖旺,天文臺道14號 (非住宅),11/07/2020,1817
油尖旺,天文臺道14號 (非住宅),11/7/2020,1817
油尖旺,天星大廈 翠林辣蟹舫 (非住宅),06/07/2020,1661
油尖旺,太子道西113號 西記粥店 (非住宅),16/07/2020,"1724, 1799"
油尖旺,太子道西113號 西記粥店 (非住宅),16/07/2020,1724
油尖旺,太子道西113號 西記粥店 (非住宅),16/7/2020,"1724, 1799"
油尖旺,太子道西偉興大廈 (非住宅),18/07/2020,2117
油尖旺,太陽廣場 (非住宅),10/07/2020,1623
油尖旺,奧海城一期 大家樂 (非住宅),20/07/2020,1979
油尖旺,奧海城二期 (非住宅),21/07/2020,2016
油尖旺,奧海城二期 (非住宅),21/7/2020,2016
油尖旺,奶路臣街1-1E號源發大廈,,1746
油尖旺,好安樓,,2507
油尖旺,好望角大廈 倫敦大酒樓 (非住宅),14/07/2020,2137
油尖旺,好望角大廈 麥當勞 (非住宅),20/07/2020,2476
油尖旺,始創中心 潮‧悅 (非住宅),16/07/2020,1962
油尖旺,始創中心 潮‧悅 (非住宅),18/07/2020,"1768, 1962"
油尖旺,始創中心 潮‧悅 (非住宅),18/7/2020,"1768, 1962"
油尖旺,威華大廈,,2721
油尖旺,安年大廈 九記打冷.小菜.粉麵 (非住宅),18/07/2020,"1739, 1839"
油尖旺,安年大廈 九記打冷.小菜.粉麵 (非住宅),18/07/2020,1739
油尖旺,安年大廈 九記打冷.小菜.粉麵 (非住宅),18/7/2020,"1739, 1839"
油尖旺,安豪樓,,1768
油尖旺,家樂坊 (非住宅),14/07/2020,"1610, 1640"
油尖旺,家樂坊 (非住宅),18/07/2020,"1610, 1640, 2027"
油尖旺,家樂坊 (非住宅),18/07/2020,1875
油尖旺,家樂坊 (非住宅),18/7/2020,"1610, 1640, 2027"
油尖旺,家樂坊 (非住宅),19/07/2020,"1610, 1640, 1875, 2027, 2186"
油尖旺,富多來新邨商場2期 (非住宅),14/07/2020,1733
油尖旺,富多來新邨商場2期 (非住宅),14/7/2020,1733
油尖旺,富榮花園15座,,2147
油尖旺,寶來大廈,,2100
油尖旺,寶來大廈,,2276
油尖旺,寶來大廈,,2474
油尖旺,尖沙咀中心 (非住宅),10/07/2020,1484
油尖旺,尖沙咀中心 (非住宅),10/7/2020,1484
油尖旺,尖沙咀消防局職員宿舍,,2723
油尖旺,尖沙嘴中心 Outback (非住宅),18/07/2020,2498
油尖旺,山東街88號 門角 (非住宅),22/07/2020,2234
油尖旺,希爾頓大廈 (非住宅),20/07/2020,1945
油尖旺,希爾頓大廈 (非住宅),20/7/2020,1945
油尖旺,帝京酒店 (非住宅),22/07/2020,2099
油尖旺,帝京酒店 (非住宅),22/7/2020,2099
油尖旺,帝京酒店,,2236
油尖旺,帝柏海灣5座,,2016
油尖旺,帝柏海灣5座,,2203
油尖旺,帝柏海灣5座,,2204
油尖旺,帝柏海灣第五座,,2424
油尖旺,康宏廣場 (非住宅),10/07/2020,1974
油尖旺,康宏廣場 (非住宅),10/7/2020,1974
油尖旺,康宏廣場 (非住宅),15/07/2020,2170
油尖旺,康齡大廈 (非住宅),11/07/2020,1733
油尖旺,康齡大廈 (非住宅),11/7/2020,1733
油尖旺,康齡大廈 大家樂 (非住宅),06/07/2020,1512
油尖旺,廣富大廈 旺角88 (非住宅),20/07/2020,1980
油尖旺,廣東道543-553號廣興大廈,,1929
油尖旺,廣東道565號 (非住宅),15/07/2020,1924
油尖旺,廣東道565號 (非住宅),15/7/2020,1924
油尖旺,廣東道847-865號 永發大廈,,1833
油尖旺,廣東道959-973號廣興大廈,,1820
油尖旺,廣東道967號廣興大廈,,1929
油尖旺,廣東道967號廣興大廈,,1984
油尖旺,廣東道967號廣興大廈,,1985
油尖旺,廣東道廣福大廈,,2256
油尖旺,廣興大廈,,1929
油尖旺,弼街38號利發大樓,,2495
油尖旺,彌敦道198-500號 紅茶冰室 (非住宅),12/07/2020,1751
油尖旺,彌敦道198-500號 紅茶冰室 (非住宅),12/7/2020,1751
油尖旺,彌敦道238號 (非住宅),16/07/2020,2011
油尖旺,彌敦道238號 (非住宅),16/7/2020,2011
油尖旺,彌敦道240-252號,,2069
油尖旺,彌敦道312號美明大廈,,1766
油尖旺,彌敦酒店 稻香 (非住宅),17/07/2020,2089
油尖旺,彌敦酒店 稻香 (非住宅),17/7/2020,2089
油尖旺,德信學校 (非住宅),18/07/2020,1809
油尖旺,德信學校 (非住宅),18/7/2020,1809
油尖旺,德利樓,,1657
油尖旺,德田邨德敬樓 (非住宅),14/07/2020,1747
油尖旺,德田邨德敬樓 (非住宅),14/7/2020,1747
油尖旺,怡興閣 維亞軒餐廳 (非住宅),06/07/2020,"1426, 1715"
油尖旺,恒成大廈 (非住宅),06/07/2020,1506
油尖旺,恒成大廈 (非住宅),15/07/2020,2041
油尖旺,恒成大廈 (非住宅),15/7/2020,2041
油尖旺,恒生113 (非住宅),13/07/2020,1799
油尖旺,恒生113 (非住宅),13/7/2020,1799
油尖旺,恒生尖沙咀大廈 (非住宅),08/07/2020,1464
油尖旺,惠豐中心 (非住宅),08/07/2020,1542
油尖旺,惠豐中心 (非住宅),18/07/2020,"1542, 2000"
油尖旺,惠豐中心 (非住宅),18/7/2020,"1542, 2000"
油尖旺,文利大廈,,1483
油尖旺,文耀樓後座,,1860
油尖旺,文英街26-28號 新發茶餐廳 (非住宅),05/07/2020,"1289, 1301, 1317, 1324, 1329, 1396, 1438, 1449"
油尖旺,文英街26-28號 新發茶餐廳 (非住宅),5/7/2020,"1289, 1301, 1317, 1324, 1329, 1396, 1438, 1449"
油尖旺,文華樓 蛇王如冰室 (非住宅),21/07/2020,2142
油尖旺,文華樓 蛇王如冰室 (非住宅),21/7/2020,2142
油尖旺,文蔚街24號 新華寶城餐廳 (非住宅),05/07/2020,"1356, 1497"
油尖旺,文遜大廈 (非住宅),19/07/2020,1833
油尖旺,文遜大廈 (非住宅),19/7/2020,1833
油尖旺,新九龍廣場 (非住宅),21/07/2020,2016
油尖旺,新九龍廣場 (非住宅),21/7/2020,2016
油尖旺,新九龍廣場 名苑酒家 (非住宅),13/07/2020,1488
油尖旺,新九龍廣場 名苑酒家 (非住宅),13/7/2020,1488
油尖旺,新填地街616號,,1724
油尖旺,新旺樓 (非住宅),14/07/2020,1799
油尖旺,新旺樓 (非住宅),14/7/2020,1799
油尖旺,新東海商業中心 (非住宅),18/07/2020,2498
油尖旺,新港中心 鼎泰豐 (非住宅),10/07/2020,1419
油尖旺,新港中心 鼎泰豐 (非住宅),10/7/2020,1419
油尖旺,新興鋼具商業大廈 鵝皇館 (非住宅),07/07/2020,1332
油尖旺,旺角中心第1座 (非住宅),07/07/2020,"1315, 1512"
油尖旺,旺角中心第1座 (非住宅),20/07/2020,"1315, 1512, 1845, 2010"
油尖旺,旺角中心第1座 (非住宅),20/7/2020,"1315, 1512, 1845, 2010"
油尖旺,旺角中心第1期 (非住宅),14/07/2020,"1315, 1512, 1845"
油尖旺,旺角政府合署 (非住宅),17/07/2020,"1799, 1951"
油尖旺,旺角政府合署 (非住宅),17/7/2020,"1799, 1951"
油尖旺,旺角綜合大樓 (非住宅),16/07/2020,1833
油尖旺,旺角綜合大樓 (非住宅),16/7/2020,1833
油尖旺,旺角維景酒店 海港酒家 (非住宅),15/07/2020,"1483, 1768, 1799, 1906, 1919, 1951, 1799, 2090"
油尖旺,旺角維景酒店 海港酒家 (非住宅),15/07/2020,"1483, 1768, 1799, 1906, 1919, 1951, 2090"
油尖旺,旺角維景酒店 海港酒家 (非住宅),15/07/2020,"1768, 1906"
油尖旺,旺角維景酒店 海港酒家 (非住宅),15/7/2020,"1483, 1768, 1799, 1906, 1919, 1951, 1799, 2090"
油尖旺,旺角維景酒店 海港酒家 (非住宅),20/07/2020,"1483, 1768, 1799, 1906, 1919, 1951, 2090, 2728"
油尖旺,旺角街市 (非住宅),19/07/2020,2195
油尖旺,旺角道8D號 (非住宅),14/07/2020,1845
油尖旺,旺角道8D號 (非住宅),14/7/2020,1845
油尖旺,星光行 (非住宅),14/07/2020,1648
油尖旺,星光行 (非住宅),14/7/2020,1648
油尖旺,最佳盛品酒店尖沙咀,,2047
油尖旺,月圓大廈,,1799
油尖旺,朗廷軒 火水爐冰室火鍋 (非住宅),09/07/2020,1383
油尖旺,朗豪坊 (非住宅),12/07/2020,"1297, 1641"
油尖旺,朗豪坊 (非住宅),18/07/2020,"1297, 1641, 2008"
油尖旺,朗豪坊 (非住宅),18/7/2020,"1297, 1641, 2008"
油尖旺,朗豪坊 (非住宅),19/07/2020,"1297, 1641, 2008, 2186"
油尖旺,東海商業中心 (非住宅),23/07/2020,2345
油尖旺,柯士甸道37號創德樓,,1739
油尖旺,柯士甸道好兆年行 (非住宅),14/07/2020,1717
油尖旺,柯士甸道好兆年行 (非住宅),14/7/2020,1717
油尖旺,柯士甸道西1號 (非住宅),09/07/2020,1597
油尖旺,梳士巴利道香港基督教青年會,,1837
油尖旺,梳士巴利道香港基督教青年會/灣仔帝盛酒店,,1837
油尖旺,梳士巴利道香港基督教青年會,,2538
油尖旺,樂輝商業大廈 九龍餐室 (非住宅),5/7/2020,1483
油尖旺,橡樹街39A號櫻桃大廈,,1297
油尖旺,歐美廣場 (非住宅),18/07/2020,2146
油尖旺,歐美廣場 (非住宅),18/7/2020,2146
油尖旺,永安九龍中心 (非住宅),12/07/2020,1751
油尖旺,永安九龍中心 (非住宅),12/7/2020,1751
油尖旺,永發樓,,1833
油尖旺,汝州街垃圾收集站 (非住宅),18/07/2020,1919
油尖旺,汝州街垃圾收集站 (非住宅),18/7/2020,1919
油尖旺,油麻地救護站,,2475
油尖旺,泰盛商業(油蔴地)大樓 紅茶冰室 (非住宅),06/07/2020,1506
油尖旺,海富苑海裕閣,,2195
油尖旺,海富苑海韻閣,,1314
油尖旺,海富苑海韻閣,,1364
油尖旺,海港城 cookedDeli by city'super (非住宅),22/07/2020,2227
油尖旺,海港城港威商場 大家樂 (非住宅),14/07/2020,1607
油尖旺,海港城港威商場 大家樂 (非住宅),14/7/2020,1607
油尖旺,海溢閣 (非住宅),15/07/2020,1833
油尖旺,海溢閣 (非住宅),15/7/2020,1833
油尖旺,海溢閣,,1721
油尖旺,海福花園2座,,2236
油尖旺,海運大廈 (非住宅),08/07/2020,1531
油尖旺,深圳街8號 新贊記點心皇 (非住宅),12/07/2020,1808
油尖旺,深圳街8號 新贊記點心皇 (非住宅),12/7/2020,1808
油尖旺,港威商場 (非住宅),17/07/2020,2192
油尖旺,港威商場 cookedDeli by city'super (非住宅),13/07/2020,"1746, 1771"
油尖旺,港威商場 cookedDeli by city'super (非住宅),13/7/2020,"1746, 1771"
油尖旺,港威大廈第一座 (非住宅),21/07/2020,2433
油尖旺,港晶中心 (非住宅),20/07/2020,2498
油尖旺,港鐵奧運站 (非住宅),17/07/2020,2204
油尖旺,港鐵旺角東站 美心MX (非住宅),17/07/2020,1951
油尖旺,港鐵旺角東站 美心MX (非住宅),17/7/2020,1951
油尖旺,漢中大廈 (非住宅),18/07/2020,1837
油尖旺,漢中大廈 (非住宅),18/7/2020,1837
油尖旺,漢興大廈 (非住宅),17/07/2020,1673
油尖旺,漢興大廈 (非住宅),17/7/2020,1673
油尖旺,漾日居1座,,2143
油尖旺,現時點 (非住宅),19/07/2020,2398
油尖旺,環球商業大廈 (非住宅),09/07/2020,1480
油尖旺,白普理大廈 (非住宅),21/07/2020,2187
油尖旺,百匯軒 (非住宅),16/07/2020,2149
油尖旺,百匯軒 (非住宅),16/7/2020,2149
油尖旺,百安大廈B座,,2409
油尖旺,百通大樓,,2452
油尖旺,真光女書院 (非住宅),12/07/2020,1733
油尖旺,真光女書院 (非住宅),12/7/2020,1733
油尖旺,砵蘭街177-181號 佳記餐廳 (非住宅),11/07/2020,1534
油尖旺,砵蘭街177-181號 佳記餐廳 (非住宅),11/7/2020,1534
油尖旺,砵蘭街177至181號 佳記餐廳 (非住宅),11/07/2020,1534
油尖旺,砵蘭街383A號 (非住宅),22/07/2020,2099
油尖旺,砵蘭街383A號 (非住宅),22/7/2020,2099
油尖旺,福祥樓,,1283
油尖旺,立信大廈 (非住宅),22/07/2020,2376
油尖旺,立信大廈,,2205
油尖旺,美麗華廣場2期 (非住宅),17/07/2020,2263
油尖旺,美麗華廣場2期 葡匯咪走雞葡國餐廳 (非住宅),22/07/2020,2175
油尖旺,美麗華廣場一期 麵屋一平安 (非住宅),08/07/2020,1464
油尖旺,美麗都大廈,,2165
油尖旺,胡社生行 御滿屋日本料理 (非住宅),11/07/2020,1746
